controle;ano;MES;titulo;titulo_do;total_rbft;lei;conteudo;DP;cisp;hora_com;hora_fato;bairro_fato;municipio_fato;AISP;RISP;local;sexo;idade;cor;escolaridade;profissao;relacao;bairro_vit;municipio_vit;data_fato;data_com;data_nasc
01238441-2018;2018;maio;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;134a. Campos;134a. Campos;10:12:05;05:00;Centro;Campos dos Goytacazes;AISP 08;RISP 06;Outros;masculino;28;parda;Ignorado;Ignorado;Ignorado;Murundu;Campos dos goytacazes;11/05/2018;11/05/2018;27/12/1989
01240821-2018;2018;agosto;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;036a. Santa Cruz;09:52:34;08:04;Ignorado;Rio de Janeiro;AISP 27;RISP 02;Ignorado;masculino;31;preta;1º Grau incompleto;Outros;Ignorado;sem informação;Rio de janeiro;23/08/2018;24/08/2018;13/04/1987
01264991-2018;2018;janeiro;Homicídio Provocado por Emprego de Arma Branca;Homicídio doloso;não se aplica;Não;vítimas;124a. Saquarema;124a. Saquarema;00:37:07;15:50;Comum;Saquarema;AISP 25;RISP 04;Residência;masculino;32;preta;Ignorado;Ignorado;Primo(a);sem informação;sem informação;28/01/2018;28/01/2018;16/05/1985
01272061-2018;2018;janeiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;029a. Madureira;06:55:31;01:00;Quintino bocaiuva;Rio de Janeiro;AISP 09;RISP 02;Via pública;feminino;35;branca;3º Grau incompleto;Estudante;Ignorado;Cordovil;Rio de janeiro;3/01/2018;3/01/2018;15/03/1982
01273181-2018;2018;setembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;055a. Queimados;01:18:35;00:00;Centro/pacaembu;Queimados;AISP 24;RISP 03;Via pública;masculino;25;preta;Ignorado;Ignorado;Nenhuma;sem informação;sem informação;14/09/2018;13/09/2018;13/02/1993
01336471-2018;2018;novembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;134a. Campos;134a. Campos;08:11:15;00:00;sem informação;Campos dos Goytacazes;AISP 08;RISP 06;Via pública;masculino;46;branca;1º Grau incompleto;Autônomo(a);Ignorado;Rio preto - 9º distrito;Campos dos goytacazes;25/11/2018;25/11/2018;15/01/1972
01368841-2018;2018;fevereiro;Homicídio Provocado por Emprego de Arma Branca;Homicídio doloso;não se aplica;Não;vítimas;128a. Rio das Ostras;128a. Rio das Ostras;16:17:05;11:00;Ancora;Rio das Ostras;AISP 32;RISP 06;Outros;masculino; ;parda;Sem informação;sem informação;Nenhuma;sem informação;sem informação;14/02/2018;14/02/2018; 
01414741-2018;2018;julho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;034a. Bangu;18:46:57;14:50;Padre miguel;Rio de Janeiro;AISP 14;RISP 02;Via pública;masculino;32;parda;Ignorado;Ignorado;Ignorado;sem informação;sem informação;21/07/2018;21/07/2018;26/09/1985
01455621-2018;2018;junho;Homicídio Provocado por Emprego de Arma Branca;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;055a. Queimados;07:16:09;14:40;Vila coimbra;Queimados;AISP 24;RISP 03;Via pública;masculino;48;parda;1º Grau completo;Pedreiro;Ignorado;Coimbra;Queimados;20/06/2018;20/06/2018;10/05/1970
01465241-2018;2018;janeiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;054a. Belford Roxo;15:40:12;00:00;Vila magalhaes;Belford Roxo;AISP 39;RISP 03;Via pública;masculino;16;parda;Ignorado;Ignorado;Ignorado;sem informação;sem informação;13/01/2018;13/01/2018;29/10/2001
01479851-2018;2018;julho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;167a. Parati;167a. Parati;11:28:07;07:00;Barra grande;Paraty;AISP 33;RISP 05;Via pública;masculino;33;ignorado;Ignorado;Ignorado;Ignorado;Centro;Rio de janeiro;13/07/2018;13/07/2018;18/03/1985
01493641-2018;2018;maio;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;060a. Campos Elíseos;062a. Imbariê;16:19:56;17:03;Chacaras rio-petropolis;Duque de Caxias;AISP 15;RISP 03;Hospital, clinica e similares;masculino; ;parda;Sem informação;sem informação;Ignorado;sem informação;sem informação;19/05/2018;19/05/2018; 
01514541-2018;2018;dezembro;Homicídio Provocado por Emprego de Arma Branca;Homicídio doloso;não se aplica;Não;vítimas;088a. Barra do Piraí;088a. Barra do Piraí;18:44:13;15:45;Centro - vargem alegre;Barra do Piraí;AISP 10;RISP 05;Rio;masculino; ;parda;Ignorado;Ignorado;Ignorado;sem informação;sem informação;31/12/2018;31/12/2018; 
01582761-2018;2018;fevereiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;060a. Campos Elíseos;23:57:36;21:30;Maria helena;Duque de Caxias;AISP 15;RISP 03;Via pública;masculino;26;parda;Ignorado;Ignorado;Ignorado;sem informação;sem informação;27/02/2018;27/02/2018;17/05/1991
01609711-2018;2018;maio;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;019a. Tijuca;12:20:31;02:30;Tijuca;Rio de Janeiro;AISP 06;RISP 01;Via pública;masculino;27;parda;Ignorado;Ignorado;Ignorado;Tijuca;Rio de janeiro;1/05/2018;1/05/2018;8/08/1990
01638972-2018;2018;junho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;066a. Piabetá;14:39:39;00:00;Piabeta, cachoeira grande;Magé;AISP 34;RISP 03;Via pública;masculino;37;preta;Ignorado;sem informação;Nenhuma;sem informação;sem informação;21/06/2018;21/06/2018;9/04/1981
01661791-2018;2018;agosto;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;036a. Santa Cruz;00:57:20;21:00;Santa cruz;Rio de Janeiro;AISP 27;RISP 02;Ignorado;masculino;22;parda;Ignorado;Ignorado;Ignorado;Santa cruz;Rio de janeiro;21/08/2018;21/08/2018;11/01/1996
01666112-2018;2018;setembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;126a. Cabo Frio;126a. Cabo Frio;16:16:17;08:00;Caminho de buzios;Cabo Frio;AISP 25;RISP 04;Residência;masculino; ;parda;Sem informação;sem informação;Ignorado;sem informação;sem informação;21/09/2018;21/09/2018; 
01666112-2018;2018;setembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;126a. Cabo Frio;126a. Cabo Frio;16:16:17;08:00;Caminho de buzios;Cabo Frio;AISP 25;RISP 04;Residência;feminino; ;parda;Sem informação;sem informação;Ignorado;sem informação;sem informação;21/09/2018;21/09/2018; 
01727361-2018;2018;outubro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;089a. Resende;089a. Resende;01:45:45;23:47;Engenheiro passos;Resende;AISP 37;RISP 05;Via pública;masculino;22;parda;Ignorado;Ignorado;Nenhuma;Cidade alegria;Resende;7/10/2018;7/10/2018;12/10/1995
01764211-2018;2018;julho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;071a. Itaboraí;18:29:27;22:00;Sao joaquim;Itaboraí;AISP 35;RISP 04;Via pública;masculino;26;parda;Ignorado;Ignorado;Ignorado;sem informação;Niteroi;29/07/2018;30/07/2018;22/08/1991
01767681-2018;2018;maio;Homicídio Provocado por Paulada;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;065a. Magé;23:40:22;07:10;Canal;Magé;AISP 34;RISP 03;Via pública;masculino;16;parda;Ignorado;sem informação;Nenhuma;sem informação;sem informação;28/05/2018;28/05/2018;2/07/2001
01771641-2018;2018;fevereiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;039a. Pavuna;20:01:40;06:00;Pavuna;Rio de Janeiro;AISP 41;RISP 02;Via pública;masculino; ;preta;Sem informação;sem informação;Ignorado;sem informação;sem informação;19/02/2018;19/02/2018; 
01776591-2018;2018;junho;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;124a. Saquarema;124a. Saquarema;06:23:32;23:00;Madressilva;Saquarema;AISP 25;RISP 04;Via pública;masculino; ;preta;Sem informação;sem informação;Outra;sem informação;sem informação;20/06/2018;21/06/2018; 
01794431-2018;2018;novembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;054a. Belford Roxo;19:50:35;05:50;sem informação;Belford Roxo;AISP 39;RISP 03;Residência;masculino;22;branca;Ignorado;sem informação;Nenhuma;sem informação;sem informação;20/11/2018;20/11/2018;19/12/1995
01818771-2018;2018;junho;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;071a. Itaboraí;071a. Itaboraí;11:06:10;11:35;Nancilandia;Itaboraí;AISP 35;RISP 04;Residência;masculino;55;ignorado;Ignorado;Ignorado;Nenhuma;sem informação;sem informação;1/06/2018;3/06/2018;5/11/1962
01849321-2018;2018;abril;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;166a. Angra dos Reis;166a. Angra dos Reis;02:11:52;23:00;< bairro nao cadastrado >;Angra dos Reis;AISP 33;RISP 05;Via pública;masculino;15;branca;1º Grau completo;Outros;Ignorado;Jacuecanga;Angra dos reis;1/04/2018;2/04/2018;16/08/2002
01855441-2018;2018;outubro;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;071a. Itaboraí;02:17:50;17:00;Santo antonio.;Itaboraí;AISP 35;RISP 04;Residência;masculino;45;parda;Ignorado;Ignorado;Ignorado;Santo antonio.;Itaborai;31/10/2018;31/10/2018;22/12/1972
01883701-2018;2018;março;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;039a. Pavuna;01:52:13;18:00;Pavuna;Rio de Janeiro;AISP 41;RISP 02;Via pública;masculino; ;branca;Sem informação;sem informação;Ignorado;sem informação;sem informação;30/03/2018;30/03/2018; 
01895261-2018;2018;fevereiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;029a. Madureira;22:26:31;19:45;Cascadura;Rio de Janeiro;AISP 09;RISP 02;Outros;masculino;34;preta;Ignorado;Ignorado;Ignorado;sem informação;sem informação;5/02/2018;5/02/2018;27/12/1983
01913681-2018;2018;julho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;093a. Volta Redonda;093a. Volta Redonda;09:33:14;11:35;Santo agostinho;Volta Redonda;AISP 28;RISP 05;Ignorado;masculino;19;ignorado;Ignorado;Ignorado;Ignorado;sem informação;sem informação;13/07/2018;13/07/2018;15/01/1999
01925061-2018;2018;setembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;021a. Bonsucesso;00:53:10;20:10;Ramos;Rio de Janeiro;AISP 22;RISP 01;Via pública;masculino; ;parda;Sem informação;sem informação;Ignorado;sem informação;sem informação;14/09/2018;14/09/2018; 
01971601-2018;2018;agosto;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;054a. Belford Roxo;02:27:37;22:00;Jardim itaipu;Belford Roxo;AISP 39;RISP 03;Via pública;masculino;45;branca;Ignorado;Ignorado;Ignorado;sem informação;sem informação;10/08/2018;10/08/2018;19/03/1973
01993031-2018;2018;abril;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;039a. Pavuna;18:08:34;10:00;Costa barros;Rio de Janeiro;AISP 41;RISP 02;Sem informação;masculino; ;preta;Sem informação;sem informação;Ignorado;sem informação;sem informação;3/04/2018;3/04/2018; 
02051291-2018;2018;fevereiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;021a. Bonsucesso;09:35:02;04:00;Bonsucesso;Rio de Janeiro;AISP 22;RISP 01;Via pública;masculino; ;parda;Sem informação;sem informação;Ignorado;sem informação;sem informação;26/02/2018;26/02/2018; 
02121601-2018;2018;março;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;118a. Araruama;118a. Araruama;03:52:50;21:30;< bairro nao cadastrado >;Araruama;AISP 25;RISP 04;Via pública;masculino;20;parda;Ignorado;Ignorado;Ignorado;Paracatu;Araruama;23/03/2018;23/03/2018;7/01/1998
02121601-2018;2018;março;Homicídio Provocado por Projétil de Arma de Fogo - Tentativa;Tentativa de homicídio;não se aplica;Não;vítimas;118a. Araruama;118a. Araruama;03:52:50;21:30;< bairro nao cadastrado >;Araruama;AISP 25;RISP 04;Via pública;masculino;43;parda;Ignorado;Ignorado;Ignorado;Castelo;Rio bonito;23/03/2018;23/03/2018;29/11/1974
02126731-2018;2018;junho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;088a. Barra do Piraí;088a. Barra do Piraí;00:08:30;20:50;Santo cristo;Barra do Piraí;AISP 10;RISP 05;Via pública;masculino;15;parda;1º Grau incompleto;Estudante;Nenhuma;Santo cristo;Barra do pirai;10/06/2018;10/06/2018;31/07/2002
02151671-2018;2018;janeiro;Homicídio Provocado por Emprego de Arma Branca;Homicídio doloso;não se aplica;Lei Maria da Penha;vítimas;144a. Bom Jesus Itabapoana;144a. Bom Jesus Itabapoana;11:22:55;21:15;Centro;Bom Jesus do Itabapoana;AISP 29;RISP 06;Residência;masculino;31;branca;Ignorado;Ignorado;Filho(a);Jardim valeria;Bom jesus de itabapoana;15/01/2018;15/01/2018;19/09/1986
02151671-2018;2018;janeiro;Homicídio Provocado por Emprego de Arma Branca;Homicídio doloso;não se aplica;Lei Maria da Penha;vítimas;144a. Bom Jesus Itabapoana;144a. Bom Jesus Itabapoana;11:22:55;21:15;Centro;Bom Jesus do Itabapoana;AISP 29;RISP 06;Residência;feminino;66;branca;2º Grau completo;Enfermeiro(a);Filho(a);Jardim valeria;Bom jesus de itabapoana;15/01/2018;15/01/2018;9/06/1951
02185281-2018;2018;julho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;118a. Araruama;118a. Araruama;13:55:39;13:00;Monte belo;Araruama;AISP 25;RISP 04;Via pública;masculino;18;preta;1º Grau incompleto;Ignorado;Ignorado;Vila cortes;Tangua;2/07/2018;2/07/2018;30/12/1999
02209431-2018;2018;setembro;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;036a. Santa Cruz;036a. Santa Cruz;19:13:01;14:48;Santa cruz;Rio de Janeiro;AISP 27;RISP 02;Hospital, clinica e similares;masculino; ;preta;Sem informação;sem informação;Ignorado;sem informação;sem informação;16/09/2018;19/09/2018; 
02209451-2018;2018;fevereiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;167a. Parati;167a. Parati;23:54:11;10:00;Saco da bijiquara;Paraty;AISP 33;RISP 05;Outros;masculino;34;parda;Ignorado;Outros;Ignorado;sem informação;sem informação;5/02/2018;5/02/2018;31/01/1984
02251531-2018;2018;junho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;036a. Santa Cruz;11:02:47;02:00;Santa cruz;Rio de Janeiro;AISP 27;RISP 02;Ignorado;masculino;20;parda;Ignorado;Ignorado;Ignorado;Santa cruz;Rio de janeiro;7/06/2018;7/06/2018;21/03/1998
02253121-2018;2018;outubro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;064a. Vilar dos Teles;08:27:58;22:10;Venda velha;São João de Meriti;AISP 21;RISP 03;Via pública;masculino;17;preta;Ignorado;Ignorado;Nenhuma;sem informação;sem informação;25/10/2018;25/10/2018;30/06/2001
02257781-2018;2018;agosto;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;079a. Jurujuba;14:18:34;07:30;Muriqui grande;Niterói;AISP 12;RISP 04;Residência;masculino;49;parda;Ignorado;Ignorado;Nenhuma;sem informação;sem informação;25/08/2018;25/08/2018;3/12/1968
02302241-2018;2018;setembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;036a. Santa Cruz;036a. Santa Cruz;12:55:58;07:30;Santa cruz;Rio de Janeiro;AISP 27;RISP 02;Residência;feminino;30;preta;2º Grau incompleto;Faxineiro(a);Ignorado;Santa cruz;Rio de janeiro;22/09/2018;22/09/2018;2/07/1988
02315911-2018;2018;setembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;088a. Barra do Piraí;088a. Barra do Piraí;03:17:59;01:00;Boa sorte;Barra do Piraí;AISP 10;RISP 05;Via pública;masculino; ;parda;Sem informação;sem informação;Ignorado;sem informação;sem informação;11/09/2018;11/09/2018; 
02410751-2018;2018;outubro;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;039a. Pavuna;12:47:42;11:35;Acari;Rio de Janeiro;AISP 41;RISP 02;Hospital, clinica e similares;masculino;53;parda;1º Grau incompleto;Pedreiro;Ignorado;Acari;Rio de janeiro;19/10/2018;19/10/2018;12/10/1965
02421751-2018;2018;outubro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;038a. Braz de Pina;00:01:50;18:00;Vigario geral;Rio de Janeiro;AISP 16;RISP 01;Via pública;masculino;51;branca;3º Grau completo;Advogado(a);Ignorado;Centro;Rio de janeiro;22/10/2018;22/10/2018;3/06/1967
02424681-2018;2018;dezembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;090a. Barra Mansa;090a. Barra Mansa;06:54:40;18:30;Getulio vargas;Barra Mansa;AISP 28;RISP 05;Via pública;feminino;22;parda;1º Grau incompleto;Estudante;Ignorado;F soares;Porto real;15/12/2018;15/12/2018;3/09/1996
02485421-2018;2018;junho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;110a. Teresópolis;110a. Teresópolis;08:05:19;23:00;Pimentel;Teresópolis;AISP 30;RISP 07;Via pública;masculino;23;preta;1º Grau completo;Auxiliar de serviços gerais;Ignorado;Santa cecilia;Teresopolis;27/06/2018;28/06/2018;19/06/1995
02489581-2018;2018;julho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;054a. Belford Roxo;02:07:16;17:00;Vila sao luiz;Belford Roxo;AISP 39;RISP 03;Residência;masculino;26;parda;2º Grau incompleto;Estudante;Ignorado;Itaipu;Belford roxo;13/07/2018;13/07/2018;16/01/1992
02493901-2018;2018;outubro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;058a. Posse;23:26:23;00:00;Jardim cachueira;Nova Iguaçu;AISP 20;RISP 03;Via pública;masculino;37;preta;1º Grau incompleto;Ajudante de caminhão;Nenhuma;Corumba;Nova iguacu;19/10/2018;19/10/2018;4/06/1981
02501831-2018;2018;abril;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;059a. Duque de Caxias;22:55:49;07:00;Vila operaria;Duque de Caxias;AISP 15;RISP 03;Via pública;feminino;37;preta;Ignorado;Ignorado;Nenhuma;sem informação;sem informação;28/04/2018;28/04/2018;14/11/1980
